v0ait____a	avoir
v1__t___zz	lasurer
v1__t___zz	latter
v1__t___zz	layer
v1__t___zz	lemmatiser
v1__t___zz	lessiver
v1__t___zz	liaisonner
v1__t___zz	libeller
v1__t___zz	licencier
v1__t___zz	liciter
v1__t___zz	lifter
v1__t___zz	ligaturer
v1__t___zz	ligner
v1__t___zz	ligoter
v1__t___zz	limander
v1__t___zz	limoger
v1__t___zz	limoner
v1__t___zz	limousiner
v1__t___zz	linéariser
v1__t___zz	liquider
v1__t___zz	lisser
v1__t___zz	lister
v1__t___zz	lisérer
v1__t___zz	liter
v1__t___zz	lithographier
v1__t___zz	liéger
v1__t___zz	lober
v1__t___zz	lobotomiser
v1__t___zz	lock-outer
v1__t___zz	lockouter
v1__t___zz	longer
v1__t___zz	lorgner
v1__t___zz	lotionner
v1__t___zz	louanger
v1__t___zz	louquer
v1__t___zz	lourer
v1__t___zz	louver
v1__t___zz	lubrifier
v1__t___zz	lustrer
v1__t___zz	luter
v1__t___zz	lutiner
v1__t___zz	lyncher
v1__t___zz	lyophiliser
v1__t___zz	lyser
v1__t___zz	léchouiller
v1__t___zz	légaliser
v1__t___zz	légender
v1__t___zz	légitimer
v1__t___zz	lénifier
v1__t___zz	léser
v1__t___zz	léviger
v1__t___zz	macadamiser
v1__t___zz	machiner
v1__t___zz	macquer
v1__t___zz	maculer
v1__t___zz	madéfier
v1__t___zz	magnifier
v1__t___zz	magnétiser
v1__t___zz	magnétoscoper
v1__t___zz	magoter
v1__t___zz	majorer
v1__t___zz	malaxer
v1__t___zz	mallouser
v1__t___zz	malléabiliser
v1__t___zz	malmener
v1__t___zz	malter
v1__t___zz	maltraiter
v1__t___zz	mamelonner
v1__t___zz	manager
v1__t___zz	manchonner
v1__t___zz	mandater
v1__t___zz	mander
v1__t___zz	mandriner
v1__t___zz	mangeoter
v1__t___zz	mangeotter
v1__t___zz	manipuler
v1__t___zz	mannequiner
v1__t___zz	manoquer
v1__t___zz	mansarder
v1__t___zz	manucurer
v1__t___zz	manutentionner
v1__t___zz	manéger
v1__t___zz	mapper
v1__t___zz	maquetter
v1__t___zz	maquignonner
v1__t___zz	marabouter
v1__t___zz	marbrer
v1__t___zz	marcoter
v1__t___zz	marcotter
v1__t___zz	marginer
v1__t___zz	marmiter
v1__t___zz	marmonner
v1__t___zz	marmoriser
v1__t___zz	maroquiner
v1__t___zz	maroufler
v1__t___zz	marqueter
v1__t___zz	marteler
v1__t___zz	martyriser
v1__t___zz	marxiser
v1__t___zz	massicoter
v1__t___zz	massifier
v1__t___zz	matabicher
v1__t___zz	matelasser
v1__t___zz	materner
v1__t___zz	materniser
v1__t___zz	mathématiser
v1__t___zz	matraquer
v1__t___zz	matricer
v1__t___zz	matriculer
v1__t___zz	maturer
v1__t___zz	maximaliser
v1__t___zz	maximiser
v1__t___zz	maçonner
v1__t___zz	mensualiser
v1__t___zz	mensurer
v1__t___zz	mentionner
v1__t___zz	menuiser
v1__t___zz	mercantiliser
v1__t___zz	merceriser
v1__t___zz	meringuer
v1__t___zz	meuler
v1__t___zz	microfilmer
v1__t___zz	microniser
v1__t___zz	mignarder
v1__t___zz	militariser
v1__t___zz	millésimer
v1__t___zz	mimer
v1__t___zz	miner
v1__t___zz	miniaturer
v1__t___zz	miniaturiser
v1__t___zz	minimiser
v1__t___zz	minorer
v1__t___zz	minuter
v1__t___zz	minéraliser
v1__t___zz	mitarder
v1__t___zz	mitiger
v1__t___zz	mixer
v1__t___zz	mixtionner
v1__t___zz	modéliser
v1__t___zz	mofler
v1__t___zz	moirer
v1__t___zz	moiser
v1__t___zz	moissonner
v1__t___zz	molester
v1__t___zz	moleter
v1__t___zz	molletonner
v1__t___zz	monder
v1__t___zz	monnayer
v1__t___zz	monopoliser
v1__t___zz	monétiser
v1__t___zz	moquetter
v1__t___zz	morceler
v1__t___zz	mordancer
v1__t___zz	mordorer
v1__t___zz	morfiler
v1__t___zz	morfler
v1__t___zz	morigéner
v1__t___zz	mornifler
v1__t___zz	mortaiser
v1__t___zz	motiver
v1__t___zz	motoriser
v1__t___zz	moucheter
v1__t___zz	moufler
v1__t___zz	moulurer
v1__t___zz	mouvementer
v1__t___zz	mucher
v1__t___zz	mugueter
v1__t___zz	multiplexer
v1__t___zz	municipaliser
v1__t___zz	munitionner
v1__t___zz	murailler
v1__t___zz	muscler
v1__t___zz	museler
v1__t___zz	musicaliser
v1__t___zz	musquer
v1__t___zz	mutualiser
v1__t___zz	mystifier
v1__t___zz	mâcher
v1__t___zz	mâchonner
v1__t___zz	mâchouiller
v1__t___zz	mâchurer
v1__t___zz	mâter
v1__t___zz	mâtiner
v1__t___zz	mécaniser
v1__t___zz	mécher
v1__t___zz	mécontenter
v1__t___zz	médailler
v1__t___zz	médiatiser
v1__t___zz	médicamenter
v1__t___zz	méduser
v1__t___zz	mégisser
v1__t___zz	mésestimer
v1__t___zz	métaboliser
v1__t___zz	métalliser
v1__t___zz	métamorphiser
v1__t___zz	métaphoriser
v1__t___zz	méthaniser
v1__t___zz	métisser
v1__t___zz	métrer
v1__t___zz	météoriser
v1__t___zz	nanifier
v1__t___zz	napper
v1__t___zz	narguer
v1__t___zz	narrer
v1__t___zz	nationaliser
v1__t___zz	natter
v1__t___zz	naturaliser
v1__t___zz	navrer
v1__t___zz	nerver
v1__t___zz	nervurer
v1__t___zz	nettoyer
v1__t___zz	nickeler
v1__t___zz	nicotiniser
v1__t___zz	nieller
v1__t___zz	nigérianiser
v1__t___zz	niquer
v1__t___zz	nitrater
v1__t___zz	nitrer
v1__t___zz	nitrurer
v1__t___zz	niveler
v1__t___zz	noliser
v1__t___zz	nombrer
v1__t___zz	nominaliser
v1__t___zz	nominer
v1__t___zz	noper
v1__t___zz	notifier
v1__t___zz	noyauter
v1__t___zz	nuancer
v1__t___zz	nucléariser
v1__t___zz	nucléer
v1__t___zz	nuer
v1__t___zz	numériser
v1__t___zz	nébuliser
v1__t___zz	négrifier
v1__t___zz	objecter
v1__t___zz	oblitérer
v1__t___zz	obnubiler
v1__t___zz	obombrer
v1__t___zz	obséder
v1__t___zz	obturer
v1__t___zz	occasionner
v1__t___zz	occulter
v1__t___zz	ocrer
v1__t___zz	octupler
v1__t___zz	officialiser
v1__t___zz	ombrager
v1__t___zz	ombrer
v1__t___zz	opaliser
v1__t___zz	opiacer
v1__t___zz	oppresser
v1__t___zz	opprimer
v1__t___zz	optimaliser
v1__t___zz	optimiser
v1__t___zz	opérationnaliser
v1__t___zz	oraliser
v1__t___zz	oranger
v1__t___zz	orchestrer
v1__t___zz	ordonnancer
v1__t___zz	organsiner
v1__t___zz	oringuer
v1__t___zz	ornementer
v1__t___zz	oscariser
v1__t___zz	oser
v1__t___zz	ostraciser
v1__t___zz	ouater
v1__t___zz	ouatiner
v1__t___zz	ourler
v1__t___zz	outrager
v1__t___zz	outrepasser
v1__t___zz	outrer
v1__t___zz	ouvrager
v1__t___zz	ovaliser
v1__t___zz	ovationner
v1__t___zz	pacifier
v1__t___zz	pacquer
v1__t___zz	paginer
v1__t___zz	paillassonner
v1__t___zz	pailler
v1__t___zz	pailleter
v1__t___zz	paillonner
v1__t___zz	paisseler
v1__t___zz	palancrer
v1__t___zz	palangrer
v1__t___zz	palataliser
v1__t___zz	paletter
v1__t___zz	palettiser
v1__t___zz	palissader
v1__t___zz	palisser
v1__t___zz	palissonner
v1__t___zz	pallier
v1__t___zz	palmer
v1__t___zz	paloter
v1__t___zz	palper
v1__t___zz	paner
v1__t___zz	panifier
v1__t___zz	panner
v1__t___zz	panthéoniser
v1__t___zz	papouiller
v1__t___zz	parachever
v1__t___zz	parachuter
v1__t___zz	parafer
v1__t___zz	paraffiner
v1__t___zz	paraisonner
v1__t___zz	paralléliser
v1__t___zz	paralyser
v1__t___zz	parangonner
v1__t___zz	parapher
v1__t___zz	paraphraser
v1__t___zz	parasiter
v1__t___zz	parcellariser
v1__t___zz	parceller
v1__t___zz	parementer
v1__t___zz	parfiler
v1__t___zz	parkériser
v1__t___zz	parodier
v1__t___zz	parqueter
v1__t___zz	parrainer
v1__t___zz	parsemer
v1__t___zz	partitionner
v1__t___zz	passementer
v1__t___zz	passepoiler
v1__t___zz	pasteuriser
v1__t___zz	pasticher
v1__t___zz	pastiller
v1__t___zz	patafioler
v1__t___zz	patenter
v1__t___zz	patronner
v1__t___zz	patter
v1__t___zz	paumoyer
v1__t___zz	paupériser
v1__t___zz	paver
v1__t___zz	peaufiner
v1__t___zz	peinturer
v1__t___zz	peinturlurer
v1__t___zz	peller
v1__t___zz	pelleter
v1__t___zz	pembeniser
v1__t___zz	pensionner
v1__t___zz	perforer
v1__t___zz	perfuser
v1__t___zz	permanenter
v1__t___zz	perméabiliser
v1__t___zz	peroxyder
v1__t___zz	persiffler
v1__t___zz	persifler
v1__t___zz	persiller
v1__t___zz	personnaliser
v1__t___zz	personnifier
v1__t___zz	persécuter
v1__t___zz	perturber
v1__t___zz	pervibrer
v1__t___zz	pessigner
v1__t___zz	pestiférer
v1__t___zz	phagocyter
v1__t___zz	phosphater
v1__t___zz	phosphoryler
v1__t___zz	photocopier
v1__t___zz	photographier
v1__t___zz	picoter
v1__t___zz	pierrer
v1__t___zz	pifer
v1__t___zz	piffer
v1__t___zz	pigeonner
v1__t___zz	pigmenter
v1__t___zz	piller
v1__t___zz	pilonner
v1__t___zz	piloter
v1__t___zz	pimenter
v1__t___zz	pimer
v1__t___zz	pingler
v1__t___zz	piqueter
v1__t___zz	piquouser
v1__t___zz	pister
v1__t___zz	pistonner
v1__t___zz	pitancher
v1__t___zz	piéger
v1__t___zz	placarder
v1__t___zz	placardiser
v1__t___zz	plainer
v1__t___zz	planchéier
v1__t___zz	planifier
v1__t___zz	plasmifier
v1__t___zz	plastifier
v1__t___zz	plastiquer
v1__t___zz	platiner
v1__t___zz	platiniser
v1__t___zz	plâtrer
v1__t___zz	plébisciter
v1__t___zz	podzoliser
v1__t___zz	pogner
v1__t___zz	poignarder
v1__t___zz	poinçonner
v1__t___zz	policer
v1__t___zz	polliniser
v1__t___zz	polycopier
v1__t___zz	poncer
v1__t___zz	ponctionner
v1__t___zz	ponctuer
v1__t___zz	pondérer
v1__t___zz	pontiller
v1__t___zz	porphyriser
v1__t___zz	portraiturer
v1__t___zz	postdater
v1__t___zz	postposer
v1__t___zz	postsynchroniser
v1__t___zz	potentialiser
v1__t___zz	pouiller
v1__t___zz	poutser
v1__t___zz	poêler
v1__t___zz	praliner
v1__t___zz	pressuriser
v1__t___zz	prester
v1__t___zz	primariser
v1__t___zz	prioriser
v1__t___zz	privatiser
v1__t___zz	prober
v1__t___zz	problématiser
v1__t___zz	procréer
v1__t___zz	profaner
v1__t___zz	proférer
v1__t___zz	prohiber
v1__t___zz	prolétariser
v1__t___zz	promotionner
v1__t___zz	promulguer
v1__t___zz	pronostiquer
v1__t___zz	prosodier
v1__t___zz	proverbialiser
v1__t___zz	provisionner
v1__t___zz	pruner
v1__t___zz	préacheter
v1__t___zz	préaviser
v1__t___zz	précharger
v1__t___zz	préchauffer
v1__t___zz	précompter
v1__t___zz	préconiser
v1__t___zz	prédestiner
v1__t___zz	prédiquer
v1__t___zz	prédéterminer
v1__t___zz	préempter
v1__t___zz	préfacer
v1__t___zz	préfigurer
v1__t___zz	préfixer
v1__t___zz	préformer
v1__t___zz	prélaver
v1__t___zz	prélever
v1__t___zz	prémâcher
v1__t___zz	prépayer
v1__t___zz	prépensionner
v1__t___zz	préposer
v1__t___zz	prérégler
v1__t___zz	présager
v1__t___zz	présupposer
v1__t___zz	présurer
v1__t___zz	présélectionner
v1__t___zz	prétexter
v1__t___zz	prévisualiser
v1__t___zz	psychanalyser
v1__t___zz	psychiatriser
v1__t___zz	psychologiser
v1__t___zz	publiciser
v1__t___zz	puddler
v1__t___zz	pulser
v1__t___zz	pulvériser
v1__t___zz	punaiser
v1__t___zz	pyrograver
v1__t___zz	pénaliser
v1__t___zz	pérenniser
v1__t___zz	péréquater
v1__t___zz	quadriller
v1__t___zz	quantifier
v1__t___zz	quarderonner
v1__t___zz	quarrer
v1__t___zz	quartager
v1__t___zz	quarter
v1__t___zz	quetter
v1__t___zz	quiller
v1__t___zz	quintessencier
v1__t___zz	quittancer
v1__t___zz	rabanter
v1__t___zz	rabistoquer
v1__t___zz	raboter
v1__t___zz	rabouter
v1__t___zz	rabrouer
v1__t___zz	raccompagner
v1__t___zz	raccoutrer
v1__t___zz	raciner
v1__t___zz	racketter
v1__t___zz	racoler
v1__t___zz	rader
v1__t___zz	radier
v1__t___zz	radiobaliser
v1__t___zz	radiodiffuser
v1__t___zz	radiographier
v1__t___zz	radioguider
v1__t___zz	radioscoper
v1__t___zz	radiotélégraphier
v1__t___zz	radouber
v1__t___zz	raffuter
v1__t___zz	raffûter
v1__t___zz	rafistoler
v1__t___zz	rafler
v1__t___zz	ragouter
v1__t___zz	ragoûter
v1__t___zz	ragrafer
v1__t___zz	ragréer
v1__t___zz	rainer
v1__t___zz	raineter
v1__t___zz	rainurer
v1__t___zz	rajouter
v1__t___zz	ramailler
v1__t___zz	ramarrer
v1__t___zz	ramastiquer
v1__t___zz	ramender
v1__t___zz	randomiser
v1__t___zz	rançonner
v1__t___zz	raouster
v1__t___zz	rapapilloter
v1__t___zz	rapatronner
v1__t___zz	rapetasser
v1__t___zz	rapièceter
v1__t___zz	rapiécer
v1__t___zz	rapiéceter
v1__t___zz	rappareiller
v1__t___zz	rapparier
v1__t___zz	ratiboiser
v1__t___zz	ratifier
v1__t___zz	ratiner
v1__t___zz	rationaliser
v1__t___zz	ratisser
v1__t___zz	raturer
v1__t___zz	ravigoter
v1__t___zz	raviner
v1__t___zz	razzier
v1__t___zz	rebander
v1__t___zz	rebaptiser
v1__t___zz	rebecter
v1__t___zz	rebobiner
v1__t___zz	reboiser
v1__t___zz	reborder
v1__t___zz	reboucler
v1__t___zz	rebouiser
v1__t___zz	rebouter
v1__t___zz	rebroder
v1__t___zz	recacheter
v1__t___zz	recadrer
v1__t___zz	recalcifier
v1__t___zz	recalculer
v1__t___zz	recaler
v1__t___zz	recarder
v1__t___zz	recarreler
v1__t___zz	recenser
v1__t___zz	recentrer
v1__t___zz	receper
v1__t___zz	recercler
v1__t___zz	rechanter
v1__t___zz	rechaper
v1__t___zz	recharger
v1__t___zz	rechristianiser
v1__t___zz	reclaper
v1__t___zz	reclasser
v1__t___zz	reclouer
v1__t___zz	recoloniser
v1__t___zz	recolorer
v1__t___zz	recombiner
v1__t___zz	recompiler
v1__t___zz	recompresser
v1__t___zz	recompter
v1__t___zz	recondamner
v1__t___zz	reconditionner
v1__t___zz	reconfigurer
v1__t___zz	recongeler
v1__t___zz	reconsidérer
v1__t___zz	reconsolider
v1__t___zz	recontacter
v1__t___zz	recopier
v1__t___zz	recorder
v1__t___zz	recorriger
v1__t___zz	recouponner
v1__t___zz	recouvrer
v1__t___zz	recreuser
v1__t___zz	recristalliser
v1__t___zz	recroiser
v1__t___zz	rectifier
v1__t___zz	recâbler
v1__t___zz	recéder
v1__t___zz	recéper
v1__t___zz	redemander
v1__t___zz	redessiner
v1__t___zz	rediffuser
v1__t___zz	redimensionner
v1__t___zz	rediriger
v1__t___zz	rediscuter
v1__t___zz	redisposer
v1__t___zz	redistribuer
v1__t___zz	redorer
v1__t___zz	redouter
v1__t___zz	redynamiser
v1__t___zz	redécorer
v1__t___zz	redéployer
v1__t___zz	refabriquer
v1__t___zz	refaçonner
v1__t___zz	reficeler
v1__t___zz	refiler
v1__t___zz	refonder
v1__t___zz	reforger
v1__t___zz	reformater
v1__t___zz	reformuler
v1__t___zz	refouiller
v1__t___zz	refourguer
v1__t___zz	refourrer
v1__t___zz	regagner
v1__t___zz	regazonner
v1__t___zz	regreffer
v1__t___zz	regretter
v1__t___zz	regréer
v1__t___zz	rejointoyer
v1__t___zz	rejuger
v1__t___zz	relacer
v1__t___zz	relarguer
v1__t___zz	relater
v1__t___zz	relativiser
v1__t___zz	relier
v1__t___zz	relooker
v1__t___zz	relouer
v1__t___zz	reluquer
v1__t___zz	reléguer
v1__t___zz	remailler
v1__t___zz	remanger
v1__t___zz	remanier
v1__t___zz	remarteler
v1__t___zz	remastiquer
v1__t___zz	remastériser
v1__t___zz	remballer
v1__t___zz	rembarrer
v1__t___zz	rembaucher
v1__t___zz	remblaver
v1__t___zz	remblayer
v1__t___zz	rembobiner
v1__t___zz	remboiter
v1__t___zz	rembouger
v1__t___zz	rembourrer
v1__t___zz	remboîter
v1__t___zz	rembroquer
v1__t___zz	remembrer
v1__t___zz	remercier
v1__t___zz	remeubler
v1__t___zz	remixer
v1__t___zz	remmailler
v1__t___zz	remmailloter
v1__t___zz	remmancher
v1__t___zz	remmener
v1__t___zz	remodeler
v1__t___zz	remorquer
v1__t___zz	rempailler
v1__t___zz	rempaqueter
v1__t___zz	remparer
v1__t___zz	rempiéter
v1__t___zz	remplier
v1__t___zz	remployer
v1__t___zz	rempocher
v1__t___zz	rempoissonner
v1__t___zz	remporter
v1__t___zz	rempoter
v1__t___zz	remprunter
v1__t___zz	remâcher
v1__t___zz	remétrer
v1__t___zz	rencaisser
v1__t___zz	rencarder
v1__t___zz	renchainer
v1__t___zz	renchaîner
v1__t___zz	rendosser
v1__t___zz	renfaiter
v1__t___zz	renfaîter
v1__t___zz	renfiler
v1__t___zz	renflammer
v1__t___zz	renflouer
v1__t___zz	renfoncer
v1__t___zz	rengainer
v1__t___zz	rengrener
v1__t___zz	rengréner
v1__t___zz	renommer
v1__t___zz	renquiller
v1__t___zz	rentabiliser
v1__t___zz	rentamer
v1__t___zz	rentoiler
v1__t___zz	rentrayer
v1__t___zz	renvelopper
v1__t___zz	renvenimer
v1__t___zz	renverger
v1__t___zz	renvider
v1__t___zz	renégocier
v1__t___zz	repartager
v1__t___zz	repatiner
v1__t___zz	repaver
v1__t___zz	repayer
v1__t___zz	repercer
v1__t___zz	repincer
v1__t___zz	replisser
v1__t___zz	reployer
v1__t___zz	replâtrer
v1__t___zz	repriser
v1__t___zz	reprographier
v1__t___zz	reprouver
v1__t___zz	republier
v1__t___zz	repêcher
v1__t___zz	resaler
v1__t___zz	resaluer
v1__t___zz	rescinder
v1__t___zz	respectabiliser
v1__t___zz	responsabiliser
v1__t___zz	ressemeler
v1__t___zz	restituer
v1__t___zz	restyler
v1__t___zz	resynchroniser
v1__t___zz	retailler
v1__t___zz	retapisser
v1__t___zz	retenter
v1__t___zz	retercer
v1__t___zz	reterser
v1__t___zz	retisser
v1__t___zz	retracer
v1__t___zz	retraiter
v1__t___zz	retraverser
v1__t___zz	retuber
v1__t___zz	revacciner
v1__t___zz	revalider
v1__t___zz	revaloriser
v1__t___zz	revasculariser
v1__t___zz	reverser
v1__t___zz	revigorer
v1__t___zz	revisionner
v1__t___zz	revisiter
v1__t___zz	revisser
v1__t___zz	revitaliser
v1__t___zz	revivifier
v1__t___zz	revolvériser
v1__t___zz	rewriter
v1__t___zz	rhumer
v1__t___zz	ribler
v1__t___zz	rifler
v1__t___zz	rigidifier
v1__t___zz	ringarder
v1__t___zz	ringardiser
v1__t___zz	ripoliner
v1__t___zz	ristourner
v1__t___zz	ritualiser
v1__t___zz	river
v1__t___zz	riveter
v1__t___zz	rober
v1__t___zz	robotiser
v1__t___zz	roder
v1__t___zz	romancer
v1__t___zz	ronflaguer
v1__t___zz	ronéoter
v1__t___zz	ronéotyper
v1__t___zz	roser
v1__t___zz	rosser
v1__t___zz	rouer
v1__t___zz	rouloter
v1__t___zz	roulotter
v1__t___zz	router
v1__t___zz	rubaner
v1__t___zz	rubéfier
v1__t___zz	rucher
v1__t___zz	rudenter
v1__t___zz	rudoyer
v1__t___zz	ruiler
v1__t___zz	russifier
v1__t___zz	russiser
v1__t___zz	rustiquer
v1__t___zz	rythmer
v1__t___zz	râbler
v1__t___zz	râper
v1__t___zz	râteler
v1__t___zz	règlementer
v1__t___zz	réabsorber
v1__t___zz	réactiver
v1__t___zz	réactualiser
v1__t___zz	réaffecter
v1__t___zz	réaffirmer
v1__t___zz	réaffuter
v1__t___zz	réaffûter
v1__t___zz	réagencer
v1__t___zz	réaligner
v1__t___zz	réaléser
v1__t___zz	réamorcer
v1__t___zz	réaménager
v1__t___zz	réanimer
v1__t___zz	réarranger
v1__t___zz	réassigner
v1__t___zz	réassurer
v1__t___zz	récapituler
v1__t___zz	réceptionner
v1__t___zz	réciter
v1__t___zz	récoler
v1__t___zz	récupérer
v1__t___zz	récurer
v1__t___zz	réembaucher
v1__t___zz	réemployer
v1__t___zz	réemprunter
v1__t___zz	réenchanter
v1__t___zz	réensemencer
v1__t___zz	réescompter
v1__t___zz	réessayer
v1__t___zz	réexpliquer
v1__t___zz	réexporter
v1__t___zz	réexpédier
v1__t___zz	réfracter
v1__t___zz	réfrigérer
v1__t___zz	réfuter
v1__t___zz	régionaliser
v1__t___zz	réglementer
v1__t___zz	régulariser
v1__t___zz	régurgiter
v1__t___zz	réhydrater
v1__t___zz	réifier
v1__t___zz	réimperméabiliser
v1__t___zz	réimplanter
v1__t___zz	réimporter
v1__t___zz	réimposer
v1__t___zz	réimprimer
v1__t___zz	réincarcérer
v1__t___zz	réincorporer
v1__t___zz	réindustrialiser
v1__t___zz	réinitialiser
v1__t___zz	réinjecter
v1__t___zz	réinstaurer
v1__t___zz	réinterpréter
v1__t___zz	réintégrer
v1__t___zz	réinviter
v1__t___zz	rémunérer
v1__t___zz	rénover
v1__t___zz	réoccuper
v1__t___zz	réopérer
v1__t___zz	réorchestrer
v1__t___zz	réordonnancer
v1__t___zz	réordonner
v1__t___zz	répertorier
v1__t___zz	réprimander
v1__t___zz	réprimer
v1__t___zz	réprouver
v1__t___zz	républicaniser
v1__t___zz	répudier
v1__t___zz	réputer
v1__t___zz	réquisitionner
v1__t___zz	résilier
v1__t___zz	résiner
v1__t___zz	résinifier
v1__t___zz	réséquer
v1__t___zz	réticuler
v1__t___zz	rétorquer
v1__t___zz	rétribuer
v1__t___zz	réunifier
v1__t___zz	réusiner
v1__t___zz	réutiliser
v1__t___zz	révolutionner
v1__t___zz	révolvériser
v1__t___zz	révoquer
v1__t___zz	révérer
v1__t___zz	rééchelonner
v1__t___zz	réécouter
v1__t___zz	réédifier
v1__t___zz	rééditer
v1__t___zz	rééduquer
v1__t___zz	rééquilibrer
v1__t___zz	réétudier
v1__t___zz	réévaluer
v1__t___zz	sablonner
v1__t___zz	sacagner
v1__t___zz	saccader
v1__t___zz	saccager
v1__t___zz	saccarifier
v1__t___zz	saccharifier
v1__t___zz	sacquer
v1__t___zz	sacraliser
v1__t___zz	safraner
v1__t___zz	saietter
v1__t___zz	salarier
v1__t___zz	saler
v1__t___zz	salifier
v1__t___zz	saligoter
v1__t___zz	saloper
v1__t___zz	salpêtrer
v1__t___zz	sanctifier
v1__t___zz	sanctionner
v1__t___zz	sanctuariser
v1__t___zz	santonner
v1__t___zz	saponifier
v1__t___zz	saquer
v1__t___zz	sarcler
v1__t___zz	sarter
v1__t___zz	sasser
v1__t___zz	sataner
v1__t___zz	sataniser
v1__t___zz	satiner
v1__t___zz	satiriser
v1__t___zz	satonner
v1__t___zz	saucer
v1__t___zz	saumurer
v1__t___zz	saupoudrer
v1__t___zz	saurer
v1__t___zz	sauvegarder
v1__t___zz	savater
v1__t___zz	saveter
v1__t___zz	savourer
v1__t___zz	scalper
v1__t___zz	scander
v1__t___zz	scanner
v1__t___zz	scannériser
v1__t___zz	scarifier
v1__t___zz	sceller
v1__t___zz	schlitter
v1__t___zz	sciotter
v1__t___zz	scolariser
v1__t___zz	scorifier
v1__t___zz	scotcher
v1__t___zz	scotomiser
v1__t___zz	scribouiller
v1__t___zz	scruter
v1__t___zz	scénariser
v1__t___zz	seconder
v1__t___zz	secréter
v1__t___zz	sectoriser
v1__t___zz	seller
v1__t___zz	semoncer
v1__t___zz	seriner
v1__t___zz	seringuer
v1__t___zz	sermonner
v1__t___zz	sevrer
v1__t___zz	sexualiser
v1__t___zz	shampooiner
v1__t___zz	shampouiner
v1__t___zz	shunter
v1__t___zz	sidérer
v1__t___zz	signaliser
v1__t___zz	signifier
v1__t___zz	siliconer
v1__t___zz	sillonner
v1__t___zz	similiser
v1__t___zz	simuler
v1__t___zz	singer
v1__t___zz	siphonner
v1__t___zz	siroter
v1__t___zz	slaviser
v1__t___zz	slicer
v1__t___zz	smiller
v1__t___zz	snober
v1__t___zz	sodomiser
v1__t___zz	solariser
v1__t___zz	solenniser
v1__t___zz	solfier
v1__t___zz	solliciter
v1__t___zz	solmiser
v1__t___zz	solubiliser
v1__t___zz	solutionner
v1__t___zz	sonder
v1__t___zz	sonoriser
v1__t___zz	soucheter
v1__t___zz	souchever
v1__t___zz	soudoyer
v1__t___zz	souffleter
v1__t___zz	soufrer
v1__t___zz	souiller
v1__t___zz	souligner
v1__t___zz	soupeser
v1__t___zz	sourcer
v1__t___zz	sourdiner
v1__t___zz	sous-alimenter
v1__t___zz	sous-employer
v1__t___zz	sous-estimer
v1__t___zz	sous-exploiter
v1__t___zz	sous-exposer
v1__t___zz	sous-louer
v1__t___zz	sous-payer
v1__t___zz	sous-rémunérer
v1__t___zz	sous-titrer
v1__t___zz	sous-utiliser
v1__t___zz	sous-évaluer
v1__t___zz	soutacher
v1__t___zz	soutirer
v1__t___zz	soviétiser
v1__t___zz	spathifier
v1__t___zz	sphacéler
v1__t___zz	spiritualiser
v1__t___zz	spitter
v1__t___zz	splitter
v1__t___zz	spolier
v1__t___zz	sponsoriser
v1__t___zz	spécifier
v1__t___zz	squatter
v1__t___zz	squattériser
v1__t___zz	squeezer
v1__t___zz	staffer
v1__t___zz	staliniser
v1__t___zz	standardiser
v1__t___zz	starifier
v1__t___zz	stariser
v1__t___zz	stater
v1__t___zz	statufier
v1__t___zz	stigmatiser
v1__t___zz	stipendier
v1__t___zz	stipuler
v1__t___zz	stocker
v1__t___zz	stranguler
v1__t___zz	stratifier
v1__t___zz	strier
v1__t___zz	stripper
v1__t___zz	striquer
v1__t___zz	stupéfier
v1__t___zz	stuquer
v1__t___zz	styler
v1__t___zz	styliser
v1__t___zz	sténographier
v1__t___zz	sténotyper
v1__t___zz	stérer
v1__t___zz	stériliser
v1__t___zz	stéréotyper
v1__t___zz	subdiviser
v1__t___zz	subdéléguer
v1__t___zz	subjuguer
v1__t___zz	submerger
v1__t___zz	subodorer
v1__t___zz	suborner
v1__t___zz	subroger
v1__t___zz	subsidier
v1__t___zz	substantiver
v1__t___zz	subsumer
v1__t___zz	subventionner
v1__t___zz	suffixer
v1__t___zz	suggestionner
v1__t___zz	suifer
v1__t___zz	suiffer
v1__t___zz	sulfater
v1__t___zz	sulfiter
v1__t___zz	sulfoner
v1__t___zz	sulfurer
v1__t___zz	superviser
v1__t___zz	supplicier
v1__t___zz	supplier
v1__t___zz	supplémenter
v1__t___zz	supputer
v1__t___zz	surarmer
v1__t___zz	surbaisser
v1__t___zz	surboucher
v1__t___zz	surbroder
v1__t___zz	surcharger
v1__t___zz	surchauffer
v1__t___zz	surclasser
v1__t___zz	surcomprimer
v1__t___zz	surcontrer
v1__t___zz	surcoter
v1__t___zz	surcreuser
v1__t___zz	surdimensionner
v1__t___zz	surdorer
v1__t___zz	surentrainer
v1__t___zz	surentraîner
v1__t___zz	surexciter
v1__t___zz	surexploiter
v1__t___zz	surexposer
v1__t___zz	surfacturer
v1__t___zz	surfiler
v1__t___zz	surfrapper
v1__t___zz	surgeler
v1__t___zz	surglacer
v1__t___zz	surgreffer
v1__t___zz	surhausser
v1__t___zz	suriner
v1__t___zz	surinterpréter
v1__t___zz	surjeter
v1__t___zz	surlier
v1__t___zz	surligner
v1__t___zz	surmouler
v1__t___zz	surmédicaliser
v1__t___zz	surnommer
v1__t___zz	suroxyder
v1__t___zz	surpayer
